Concept ID,Macro Dimension,Subdomain,Tradition / School,Philosophical Concept,Symbolic Keywords,Visual Evidence Patterns,Visual Inferability,Temporal Requirement,Grounding Rule,Maslow Relevance (Auxiliary),SEP Relationship,SEP Entry,SEP URL,Source Accessed,Ontology Status
PHC-404,Axiology,Bioethics & Health Ethics,Biomedical Ethics,Voluntary Euthanasia,Voluntary ending of life; autonomy at death,Self-pressed switch; calmly signed document; final farewell; slowly closing eyes,symbol_mediated,snapshot,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,physiological,direct,Stanford Encyclopedia of Philosophy: voluntary,https://plato.stanford.edu/entries/euthanasia-voluntary/,2026-09-09,candidate
PHC-405,Axiology,Environmental & Animal Ethics,Environmental Ethics,Biodiversity,Species abundance; ecological network,Leafy ecological tree; colourful coral reef; interwoven food web; diverse species-atlas,symbol_mediated,snapshot,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,not_applicable,direct,Stanford Encyclopedia of Philosophy: ecology: biodiversity,https://plato.stanford.edu/entries/biodiversity/,2026-09-09,candidate
PHC-406,Axiology,Environmental & Animal Ethics,Environmental Ethics,Moral Status of Animals (Peter Singer),Care for life; expanding moral circle,Arms outstretched to animals; equal gaze; human-animal co-habitation; helping hand to animal,context_heavy,snapshot,"Require corroborating text, provenance, sequence, or multiple independent visual anchors.",esteem,related,"Stanford Encyclopedia of Philosophy: animals, moral status of",https://plato.stanford.edu/entries/moral-animal/,2026-09-09,candidate
PHC-407,Axiology,Technology & AI Ethics,Applied Ethics,Information Technology & Privacy (Warren & Brandeis),Exposure; boundary intrusion,Opened private mailbox; surveillance camera; transparent wall; read diary,context_heavy,snapshot,"Require corroborating text, provenance, sequence, or multiple independent visual anchors.",safety,related,Stanford Encyclopedia of Philosophy: privacy,https://plato.stanford.edu/entries/privacy/,2026-09-09,candidate
PHC-408,Axiology,Technology & AI Ethics,Ethics of Artificial Intelligence,Algorithmic Fairness,"fairness in automated classification, allocation, or decision systems",matched applicants receiving different automated outcomes; an allocation dashboard exposing group disparities; an appeal process correcting an automated decision,context_heavy,process,"Require corroborating text, provenance, sequence, or multiple independent visual anchors.",esteem,direct,Stanford Encyclopedia of Philosophy: fairness: algorithmic,https://plato.stanford.edu/entries/algorithmic-fairness/,2026-09-09,candidate
PHC-409,Axiology,Political Philosophy & Authority,Applied Ethics,Civil Disobedience (Thoreau),Conscientious resistance; peaceful violation,Sitting protestors; peaceful sign-carrying crowd; unmoving feet; silent non-cooperation,symbol_mediated,snapshot,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,not_applicable,direct,Stanford Encyclopedia of Philosophy: civil disobedience,https://plato.stanford.edu/entries/civil-disobedience/,2026-09-09,candidate
PHC-410,Axiology,Political Philosophy & Authority,Communitarianism,Common Good (Aristotle),Collective well-being; shared good,Co-cultivated field; common water-source; shared granary; jointly built roof,symbol_mediated,snapshot,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,not_applicable,direct,Stanford Encyclopedia of Philosophy: common good,https://plato.stanford.edu/entries/common-good/,2026-09-09,candidate
PHC-411,Axiology,Political Philosophy & Authority,Communitarianism,Communitarianism (MacIntyre),Community priority; embedded self,Root-linked forest; interwoven cloth; co-founded houses; village under one sky,symbol_mediated,snapshot,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,not_applicable,direct,Stanford Encyclopedia of Philosophy: communitarianism,https://plato.stanford.edu/entries/communitarianism/,2026-09-09,candidate
PHC-412,Axiology,Political Philosophy & Authority,Communitarianism,Identity Politics,Group belonging; politicised identity,Raised group flag; worn identity badge; gathered group; demarcated camp,context_heavy,longitudinal,"Require corroborating text, provenance, sequence, or multiple independent visual anchors.",esteem,direct,Stanford Encyclopedia of Philosophy: identity politics,https://plato.stanford.edu/entries/identity-politics/,2026-09-09,candidate
PHC-413,Axiology,Political Philosophy & Authority,Communitarianism,Multiculturalism (Taylor),Coexistence of difference; pluralism,Multi-coloured tapestry; co-existing flowers; different tree species in one garden; multilingual signposts,symbol_mediated,snapshot,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,not_applicable,direct,Stanford Encyclopedia of Philosophy: multiculturalism,https://plato.stanford.edu/entries/multiculturalism/,2026-09-09,candidate
PHC-414,Axiology,Political Philosophy & Authority,Communitarianism,Reconciliation (Arendt),Healing rifts; rebuilding bonds,Stitched wound; re-joined rope; handshake reconciliation; pieced-back mirror,symbol_mediated,process,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,not_applicable,direct,Stanford Encyclopedia of Philosophy: reconciliation,https://plato.stanford.edu/entries/reconciliation/,2026-09-09,candidate
PHC-415,Axiology,Political Philosophy & Authority,Communitarianism,Solidarity (Durkheim),Cohesion; mutual support,Mutually supporting arch; side-by-side human wall; twisted rope; linked chain,symbol_mediated,snapshot,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,love_belonging,direct,Stanford Encyclopedia of Philosophy: solidarity in social and political philosophy,https://plato.stanford.edu/entries/solidarity/,2026-09-09,candidate
PHC-416,Axiology,Political Philosophy & Authority,Liberalism,Liberalism (Locke),Individual priority; limited government,Released hands; retreating government hand; open free space; removed chains,symbol_mediated,snapshot,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,not_applicable,direct,Stanford Encyclopedia of Philosophy: liberalism,https://plato.stanford.edu/entries/liberalism/,2026-09-09,candidate
PHC-417,Axiology,Political Philosophy & Authority,Liberalism,Negative Liberty (Berlin),Freedom from interference; unobstructed,Clear road; removed fences; open doors; unlocked passage,symbol_mediated,snapshot,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,not_applicable,direct,Stanford Encyclopedia of Philosophy: liberty: positive and negative,https://plato.stanford.edu/entries/liberty-positive-negative/,2026-09-09,candidate
PHC-418,Axiology,Political Philosophy & Authority,Liberalism,Positive Liberty (Berlin),Capacity for self-realisation; empowerment,Lit bulb; filled tank; spread wings; provided tools,symbol_mediated,snapshot,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,not_applicable,direct,Stanford Encyclopedia of Philosophy: liberty: positive and negative,https://plato.stanford.edu/entries/liberty-positive-negative/,2026-09-09,candidate
PHC-419,Axiology,Political Philosophy & Authority,Political Anarchism,Anarchism (Kropotkin),Order without coercion; spontaneous cooperation,Unlocked doors; spontaneous mutual-aid circles; centre-less node-network; freely flowing collaboration-chain,context_heavy,snapshot,"Require corroborating text, provenance, sequence, or multiple independent visual anchors.",not_applicable,direct,Stanford Encyclopedia of Philosophy: anarchism,https://plato.stanford.edu/entries/anarchism/,2026-09-09,candidate
PHC-420,Axiology,Political Philosophy & Authority,Political Conservatism,Conservatism (Burke),Gradual tradition; cautious reform,Tree-rings; transmitted family precepts; slowly growing vine; stable foundation,context_heavy,snapshot,"Require corroborating text, provenance, sequence, or multiple independent visual anchors.",not_applicable,direct,Stanford Encyclopedia of Philosophy: conservatism,https://plato.stanford.edu/entries/conservatism/,2026-09-09,candidate
PHC-421,Axiology,Political Philosophy & Authority,Political Conservatism,Elitism (Mosca),Few rule many; capacity-filtering,Pyramid apex; layered funnel; elite-circle icon; hierarchical peak,context_heavy,snapshot,"Require corroborating text, provenance, sequence, or multiple independent visual anchors.",not_applicable,contextual,Stanford Encyclopedia of Philosophy: epistemology,https://plato.stanford.edu/entries/epistemology/,2026-09-09,ontology_only
PHC-422,Axiology,Political Philosophy & Authority,Political Conservatism,Federalism (US Constitution),Layered power; central-local division,Pyramid multi-layer structure; trunk-branch division; segmented administrative map; hierarchical organigram,context_heavy,snapshot,"Require corroborating text, provenance, sequence, or multiple independent visual anchors.",not_applicable,direct,Stanford Encyclopedia of Philosophy: federalism,https://plato.stanford.edu/entries/federalism/,2026-09-09,candidate
PHC-423,Axiology,Political Philosophy & Authority,Republicanism,Civic Education (Aristotle),Shaping civic character; fostering participation,Watered seedling; polished jade; training-ground drill; master-apprentice teaching,symbol_mediated,snapshot,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,not_applicable,direct,Stanford Encyclopedia of Philosophy: civic education,https://plato.stanford.edu/entries/civic-education/,2026-09-09,candidate
PHC-424,Axiology,Political Philosophy & Authority,Republicanism,Political Obligation (Socrates),Duty to community; promise-keeping,Signed oath; handshake commitment; tied knot; commonly observed rules,context_heavy,snapshot,"Require corroborating text, provenance, sequence, or multiple independent visual anchors.",not_applicable,direct,Stanford Encyclopedia of Philosophy: political obligation,https://plato.stanford.edu/entries/political-obligation/,2026-09-09,candidate
PHC-425,Axiology,Political Philosophy & Authority,Republicanism,Public Reason (Rawls),Shared reasons; public deliberation,Opinions laid on round table; commonly written document; converging voices; consensus-chart,context_heavy,snapshot,"Require corroborating text, provenance, sequence, or multiple independent visual anchors.",not_applicable,related,Stanford Encyclopedia of Philosophy: public reason,https://plato.stanford.edu/entries/public-reason/,2026-09-09,candidate
PHC-426,Axiology,Political Philosophy & Authority,Republicanism,Publicity (Kant),Open transparency; visible use of reason,Opened window; publicly posted notice; transparent glass wall; public square address,symbol_mediated,snapshot,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,not_applicable,direct,Stanford Encyclopedia of Philosophy: publicity,https://plato.stanford.edu/entries/publicity/,2026-09-09,candidate
PHC-427,Axiology,Political Philosophy & Authority,Republicanism,Republicanism (Cicero),Public affairs; shared governance,Round-table conference; collective ballot-box; public-square assembly; oars pulling together,context_heavy,snapshot,"Require corroborating text, provenance, sequence, or multiple independent visual anchors.",not_applicable,direct,Stanford Encyclopedia of Philosophy: republicanism,https://plato.stanford.edu/entries/republicanism/,2026-09-09,candidate
PHC-428,Axiology,Political Philosophy & Authority,Social Contract Theory,Citizenship (Aristotle),Membership; belonging and participation,Member in city-square; voter at ballot box; name in community registry; crowd under common flag,context_heavy,snapshot,"Require corroborating text, provenance, sequence, or multiple independent visual anchors.",not_applicable,direct,Stanford Encyclopedia of Philosophy: citizenship,https://plato.stanford.edu/entries/citizenship/,2026-09-09,candidate
